EQUIP_ID;EQUIP_NOM;ADRESSE;EQUIP_WEB_LIEN;DOMAINE_NOM;SOUSDOM_NOM;ADRESSE_ID;TELEPHONE;COURRIEL;HORAIRE;DESCRIPTION;INFO_SUPP
26;Tribunal Administratif;2 Place de Verdun;www.conseil-etat.fr/ta/grenoble/index_ta_col.shtml;Institutions et Services Publics;Justice;11190;04 76 42 90 00;greffe.ta-grenoble@juradm.fr;Du lundi au vendredi : 9h-11h45 / 14h00-16h30;;
199;Marché Saint-André;1 Place Saint André;;Marchés et Brocantes;Marchés;9991;;;Du mardi au samedi de 6h à 13h, le dimanche de 6h à 13h30.;<p>Produits alimentaires (producteurs locaux).</p>;
1906;Maison Relais Issue de Secours;106 Cours de la Libération et du Général de Gaulle;;Solidarité;Hébergement d'urgence;6553;;;;;
746;Parking Gare-Le Doyen;32 Avenue Doyen Louis Weil;www.resaplace.com;Déplacement et Stationnement;Parkings;6865;08 25 88 88 26;;Accessibilité 24h/24;<p>Nombre de places : 395 places - Hauteur limite : 2,00m</p>;
1361;Résidence étudiante d'Arsonval;16 Rue Casimir Brenier;www.crous-grenoble.fr/;Education;Services éducatifs;612;;;;;
382;Square Saint Bruno;16 Place Saint Bruno;;Espaces verts et nature;Squares;10022;;;;Aire de jeux. Fontaine.;
42;Poste Berriat;16 Place Saint Bruno;;Institutions et Services Publics;Postes;10022;04 38 12 11 20;;;;
9;Cimetière Saint-Roch;2 Rue du Souvenir;;Institutions et Services Publics;Cimetières;10418;04 76 42 67 04;;Ouvert tous les jours. Du 1er avril au 31 octobre de 7h30-à 18h30. Du 1er novembre au 28 février de 7h30 à 17h30. Les dimanches et jours fériés de 9h à 18h30 (été), de 9h à 17h30 (hiver).;;
195;Marché Malherbe;13 Avenue Malherbe;;Marchés et Brocantes;Marchés;7129;;;Du mardi au dimanche de 6h à 13h.;<p>Produits alimentaires.</p>;
1379;Lycée Pigier;5 Avenue Marcelin Berthelot;;Education;Enseignement secondaire privé;7330;04 76 50 76 60;;;;
2033;Malherbe Bureau 1;51 Rue Turgot;;Institutions et Services Publics;Bureaux de vote;11027;;;8h - 20h;;
309;Lycée Pierre Termier;5 BIS Rue Fourier;;Education;Enseignement secondaire privé;2667;04 76 54 57 81;;;Enseignement général et technologique.;
99;Bibliothèque Eaux-Claires Mistral;49 Rue des Eaux Claires;www.bm-grenoble.fr;Culture;Bibliothèques;1953;04 76 21 25 28;bm.eclaires@bm-grenoble.fr;Mardi : 15h-18h30 Mercredi : 10h-12h et 14h-18h Vendredi : 15h-18h30 Samedi : 10h-12h30 et 14h-17h Vacances scolaires : Mardi 15h-18h30 Mercredi : 10h-12h et 14h-18h Vendredi : 15h-18h30 Samedi : 14h-17h Fermeture le samedi de Pâques.;"<p> </p> <p>Tout public.</p> <ul> <li>Livres, presse, livres audio pour adultes et enfants, livres en gros caractères, méthodes de langues, cassettes vidéo, DVD.</li> <li>Consultation d'Internet (4 postes) ; Wi-Fi.</li> <li>Salle d'animation pour expositions, rencontres, lectures, contes et projections.</li> <li>Accueil de groupes d'enfants et d'adultes sur rendez-vous.</li> <li>Club lecture adultes - COMPLET -</li> <li>Club ados.</li> </ul> <p>Tram : C, arrêt Vallier - Dr Calmette.<br>Bus : lignes C5, 12 (arrêt Henri Dunant)<br>Parkings gratuits à proximité.</p>";
2501;Micro crèche Bébédou;37 Quai Claude Bernard;www.crechebebedou.com/index.html;Petite Enfance;Espaces Petite Enfance non municipaux;1045;;;;;
1880;Centre Médico-Psychologique Lanteri Laura;3 Rue Dubois Fontanelle;;Santé;Centres de rééducation;1838;04 56 58 82 30;;9h - 17h. Consultations gratuites sur rendez-vous.;<p>Antenne du CHU, lieu de prévention, de diagnostic, de soins et d'écoute à destination des personnes en souffrance psychique, les Centres Médico-Psychologique sont animés par des équipes de médecins psychiatres, de psychologues, d'infirmiers et d'assistants sociaux qui assurent des consultations, des visites à domicile et des soins infirmiers.</p>;
204;Ecole élémentaire Ampère;55 Rue Ampère;ecole.ampere.free.fr;Education;Ecoles élémentaires;5909;04 76 96 19 70;;;;
2002;Ampere Bureau 1 à 2;55 Rue Ampère;;Institutions et Services Publics;Bureaux de vote;5909;;;8h - 20h;;
1538;La Conciergerie;155 Cours Berriat;www.bouchayer-viallet.info;Culture;Salles polyvalentes;11835;;;Le mercredi de 12h30 à 18h. Fermé en Août.;<p>Espace d'information sur le projet Bouchayer-Viallet. Espace Information Inovaccess.</p>;
103;Bibliothèque d'Etude et du Patrimoine;12 Boulevard Maréchal Lyautey;www.bm-grenoble.fr;Culture;Bibliothèques;7493;04 76 86 21 00;bm.etude@bm-grenoble.fr;Mardi: 10h-19h Mercredi: 10h-19h Jeudi: 13h-19h Vendredi: 10h-19h Samedi : 10h-18h Vacances scolaires: du mardi au samedi: 13h-18h Fermeture le samedi de Pâques.;"<p>Tout public à partir de 13 ans.</p> <p><strong>Collections en consultation sur place : </strong></p> <p>Toute communication de document précieux doit faire l'objet d'une demande préalable auprès du conservateur chargé du département Patrimoine.</p> <ul> <li>La salle de lecture</li> </ul> <p>- Une offre documentaire actualisée en permanence, dans tous les domaines du savoir :<br>20 000 livres<br>200 revues et journaux<br>Outils de référence généraux et spécialisés : encyclopédies, Que sais-je ?, dictionnaires, annuaires...<br><br></p> <p>- La documentation régionale<br>Documentation sur Grenoble, le Dauphiné (Isère, Drôme, Hautes-Alpes) et la région Rhône-Alpes.<br>2 000 ouvrages<br>150 journaux et revues<br>50 dossiers de presse thématiques alimentés de 1983 à 2009: une sélection annuelle de 5000 articles<br>Documents de l'INSEE Rhône-Alpes</p> <p>En complément des collections présentées en salle, de nombreux documents sont disponibles en magasin. Ils sont consultables à la demande. </p> <p> </p> <ul> <li>La salle de recherche</li> </ul> <p>Elle donne accès aux collections patrimoniales : manuscrits, imprimés, cartes et plans, estampes et photographies, monnaies et médailles... </p> <p>Le Fonds ancien dauphinois (150 000 documents dont 80 000 imprimés). Il concerne notamment l'histoire, la géographie et la littérature en Dauphiné.<br>Le Fonds ancien général comprend 700 incunables et 200 000 imprimés antérieurs à 1900. Dominantes : littérature (XVIe - XVIIIe siècle), géographie, récits de voyage, théologie, droit...<br>Les fonds spécifiques : Fonds Stendhal, Fonds de la Grande Chartreuse, Fonds Augustin Blanchet (histoire et technique du papier), Fonds Chenavas (Mandrin et la plaine de la Bièvre), Fonds Alliey (jeux).</p> <p>En libre accès : <br>3 000 ouvrages de référence<br>40 revues<br>collections numérisées et banque d'images<br>microfilms de la presse ancienne et du Dauphiné Libéré</p> <ul> <li>Ressources numériques</li> </ul> <p>Accès à Internet sur 4 postes ; Wi-Fi.<br>Presse et articles en ligne : CD-RAP, Pressens<br>Bases de données et documents numériques (Kompass France, Dictionnaire interactif des sciences, Numilog...)<br>Collections patrimoniales numérisées<br>Sélection de sites</p> <ul> <li>Services</li> </ul> <p>Orientation et renseignements bibliographiques<br>Aide à l'utilisation des ressources numériques<br>Postes informatiques (logiciels bureautiques, accès Internet...)<br>Photocopies et impressions<br>Reproduction de documents<br>Prêt entre bibliothèques<br>Accueil de groupes ou de classes (découverte de la bibliothèque et des collections patrimoniales)<br>Expositions et conférences<br>Ventes de publications et de cartes postales<br><br><strong>Adresse postale</strong> : 12 Boulevard Maréchal Lyautey BP 1095 38021 Grenoble cedex 1</p> <p><strong>Tram : A et C, arrêt Chavant.<br>Bus : lignes C4, C1, 13<br>Parkings payants à proximité.</strong></p>";
591;Stade Stijovic;50 Chemin de la Poterne;;Sports et Loisirs;Stades;9319;04 76 24 18 86;;14h-21h30 en semaine, rencontres de football le week-end.;<p>Construit en 1966, terrain en gazon, en 2000 création d'un deuxième terrain en gazon avec vestiaires et logement de fonction, accès handicapés.Un terrain de mini foot en gazon. Club résident : US Abbaye.</p>;
471;EAJE Les Genêts;13 Allée des Genêts;;Petite Enfance;Espaces Petite Enfance municipaux;2911;04 76 09 59 35;cc.les-genets@ccas-grenoble.fr;De 7h à 19h du lundi au vendredi.;Accueil régulier à temps plein et à temps partiel. Capacité d'accueil : 25 enfants. Les enfants sont accueillis et répartis dans des groupes d'âge et d'autonomie.;
52;Poste République;12 Rue de la République;;Institutions et Services Publics;Postes;9715;04 76 63 32 70;;;;
510;Centre de soins infirmiers;16 Rue Docteur Bordier;;Santé;Centres de santé;4398;04 76 43 38 05;cds.mointesquieu@ccas-grenoble.fr;;<p>Le centre assure des soins infirmiers et s'adresse à l'ensemble de la population grenobloise.</p>;
519;Service de soins infirmiers à domicile Antenne Belledonne;16 Rue Docteur Bordier;;Santé;Centres de santé;4398;04 76 85 41 51;siadbel@ccas-grenoble.fr;;Ce service assure des soins ou du nursing (toilette, habillage...) à des personnes moyennement ou très dépendantes à leur domicile.;
23;Direction Départementale de la Protection Judiciaire de la Jeunesse;11 Rue Élie Vernet;www.ca-grenoble.justice.fr/d2.php;Institutions et Services Publics;Justice;127;04 76 12 14 44;;Du lundi au vendredi : de 8h30 à 17h30;;
1573;Musée de Grenoble / Auditorium;5 Place de Lavalette;;Culture;Musées et centres d'art;5991;;;;<p>L'auditorium du Musée compte 278 places.</p>;
125;Musée de Grenoble;5 Place de Lavalette;www.museedegrenoble.fr;Culture;Musées et centres d'art;5991;04 76 63 44 44;musee-de-grenoble@grenoble.fr;Tous les jours de 10h à 18h30. Fermé le mardi, le 1er janvier, le 1er mai et le 25 décembre. ;<p>Collections d'art ancien, moderne et contemporain. Peinture classique. XXème siècle. Audioguides en français, anglais, italien.</p>;
1458;Bibliothèque du Musée de Grenoble;5 Place de Lavalette;www.museedegrenoble.fr;Culture;Bibliothèques;5991;04 76 63 44 44;;Lundi, mercredi, jeudi et vendredi : 14h-18h Fermeture un mois l'été.;<p>Tous publics</p> <h4>Les collections</h4> <p>Fonds spécialisé en histoire de l'art, en consultation sur place uniquement : <br><strong>Livres<br>Revues d'art <br>Dossiers <br>Vidéos <br>DVD</strong></p> <p class=\encadrefondbleu\>Tram : B, arrêt Notre-Dame<br>Bus : lignes 16 et 62<br>Parking payant du Musée</p>;
530;Gymnase Alphonse Daudet;21 Rue Amable Matussière;;Sports et Loisirs;Centres sportifs et gymnases;5242;04 76 09 24 52;;De 8h à 22h.;<p>Construit en 1966, les disciplines pratiquées sont: basketball, handball.</p>;
1532;Le 102;102 Rue d'Alembert;www.le102.net;Culture;Lieux d'exposition et galeries / Cinémas, photos et audiovisuel;1650;04 76 70 12 00;contact@le102.net;;<p>Le 102 est un espace autogéré occupant des locaux appartenant à la Ville de Grenoble. Depuis maintenant 23 ans, des associations y organisent concerts, séances de cinéma expérimental, expositions, théâtre, danse, rencontres, débats… avec pour but de faire découvrir autre chose, autrement.</p>;
285;Ecole maternelle Porte Saint-Laurent;24 Quai des Allobroges;;Education;Ecoles maternelles;8;;;;;
240;Ecole élémentaire Porte Saint-Laurent;24 Quai des Allobroges;;Education;Ecoles élémentaires;8;04 76 42 13 10;;;;
817;Jardin des Charmilles;6 Rue des Charmilles;;Espaces verts et nature;Squares;788;;;;;
338;Institut Universitaire de Formation des Maîtres;30 Avenue Marcelin Berthelot;www.grenoble.iufm.fr;Education;Enseignement supérieur;7342;04 76 74 73 73;;;;
139;Théâtre 145;145 Cours Berriat;http://www.letricyclegrenoble.com;Culture;Théâtres et salles de spectacle;11910;04 76 84 01 84;;;"<p>Le Théâtre 145 est un lieu de création et de diffusion artistiques et culturelles de la ville de Grenoble. C’est un établissement conventionné et géré par Le Collectif Le Tricycle Grenoble.<br><br><strong>Le Tricycle Grenoble</strong><br><strong>Site web : </strong><span style=\color: #0000ff;\><strong><a id=\6611\ href=\#\ title=\Collectif artistique - Le Tricycle Grenoble\ typelien=\LienExterne\>http://www.letricyclegrenoble.com</a></strong></span><br><strong>Renseignements &amp; réservations au 04 76 84 01 84</strong><a id=\1882\ href=\#\ title=\Programme du théâtre de création\ typelien=\LienDocument\></a></p>";
811;Square Charles Péguy;9 Rue Charles Péguy;;Espaces verts et nature;Squares;732;;;;;
234;Ecole élémentaire Malherbe;25 Avenue Malherbe;;Education;Ecoles élémentaires;7108;04 76 25 24 47;;;;
1666;Marché de Stalingrad;41 Rue Alfred de Vigny;;Marchés et Brocantes;Marchés;2155;;;;;
313;Collège Charles Münch;11 Rue Paul Doumer;;Education;Enseignement secondaire public;8855;04 76 54 45 64;;;;
379;Square Colonel Copier;8 Rue Jean Macé;;Espaces verts et nature;Squares;5024;;;;;
155;Parking couvert Terray;33 BIS Rue Nicolas Chorier;www.resaplace.com;Déplacement et Stationnement;Parkings;8513;08 25 88 88 26;;Accessibilité : 24h/24. Accueil : de 7h à 14h du mardi au samedi;<p>Nombre de places : 106 places - Hauteur limite : 2,30m</p>;
723;Maison de retraite Les Villandières;50 Rue de Mortillet;;Personnes âgées;Logements collectifs seniors;8235;04 76 63 63 00;;;Maison de retraite à gestion privée.;
1940;Maison Départementale de l'Autonomie;15 Avenue Doyen Louis Weil;;Personnes âgées;Espaces seniors;6858;;;;;
838;Terrain multisports Teisseire;10 Rue Gaston Letonnelier;;Sports et Loisirs;Terrains multisport de plein air;4628;04 76 23 48 00;;Accés libre.;<p>Terrain multisports en plein air.</p>;
1007;Jardin du Bassin;10 Rue Gaston Letonnelier;;Espaces verts et nature;Parcs et Jardins;4628;;;;;
150;Parking couvert du Musée;48 Avenue Maréchal Randon;www.vincipark.com/fr/parkings/musee-38001900;Déplacement et Stationnement;Parkings;7507;04 76 54 72 14;;Accessibilité : 24h/24. Accueil : 7h15 à 0h30 du lundi au vendredi et samedi 7h45 à 1h.;<p>767 places.</p>;
242;Ecole maternelle Alphonse Daudet;16 Rue René Lesage;;Education;Ecoles maternelles;9542;04 76 09 14 74;;;;
1000;Square Daudet;16 Rue René Lesage;;Espaces verts et nature;Squares;9542;;;;;
704;Crèche Abracadabra;4 Place de Verdun;www.people-and-baby.com;Petite Enfance;Espaces Petite Enfance non municipaux;11188;04 78 27 27 57;;;<p>Crèche interentreprises de 21 berceaux conventionnée par la CAF. </p>;
1800;Maison des Adolescents;74 Rue des Alliés;;Institutions et Services Publics;Administrations et services locaux;4501;;;;;
862;Résidence étudiante RUO;20 Avenue Edmond Esmonin;www.crous-grenoble.fr/;Education;Services éducatifs;2070;;;;;
562;MJC Anatole France;2 Rue Anatole France;;Sports et Loisirs;Equipements socioculturels;6218;04 76 96 19 98;mjcanatolefrance@wanadoo.fr;;<p>Petite enfance. Enfance. Jeunesse. Adultes.</p> <p>Accès : lignes 1 et 26 arrêt Allier Anatole France</p>;
364;Parc Georges Pompidou;39 Rue Général Mangin;;Espaces verts et nature;Parcs et Jardins;2844;;;;Aire de jeux. Plan d'eau.;
889;Direction des Achats;2 Rue des Peupliers;;Institutions et Services Publics;Services municipaux;9049;;;;;
506;Centre de Santé Arlequin;162 Galerie de l'Arlequin;;Santé;Centres de santé;9590;04 76 33 06 12;;De 7h30 à 12h15 et de 14h à 18h45 du lundi au vendredi. Le samedi de 8h à 13h45.;Médecine générale, pédiatrie, orthophonie, soins infirmiers, psychiatrie et psychologie.;
374;Square Doyen Gosse;1 Place Doyen Gosse;;Espaces verts et nature;Squares;1759;;;;;
1168;Ensemble La Bastille;1 Fort de la Bastille;http://www.bastille-grenoble.com;Espaces verts et nature;Parcs et Jardins;11627;;;;<p><strong>Au centre de Grenoble, la Bastille est une petite montagne fortifiée au carrefour de trois vallées alpines. Son téléphérique a été l'un des premiers téléphériques du monde a être situé en ville, avant Rio de Janeiro ou Capetown.</strong> <br><br>En quelques minutes, de jour comme de nuit, les célèbres « bulles », vous élèvent dans les airs du centre ancien jusqu'au fort de la Bastille. Un site accessible à tous, aménagé pour accueillir poussettes et personnes à mobilité réduite. Vous accédez ainsi à un point de vue rare sur les Alpes qui par beau temps peut vous ouvrir jusqu'au jusqu'massif du Mont-Blanc, un point de vue sur la ville au coucher du soleil, quand les lumières s'allument. <br><br>Dix tables d'interprétation bilingues et adaptées aux personnes malentendantes et malvoyantes, installées sur le toit du restaurant du téléphérique, évoquent les fortifications, les paysages alentours et l'histoire de la cité. Elles permettent de découvrir la richesse des panoramas grenoblois depuis le célèbre belvédère Vauban.<br><br>Le <a id=\TPL_LIEU\ href=\#\ title=\CAB - Centre d'Art Bastille \ ancre=\1536\ typelien=\LienTemplate\ libelle_ancre=\CAB - Centre d'Art Bastille (1536)\>Centre d'Art Bastille</a> accueille toute l'année des expositions consacrées aux jeunes créateurs et à l'art contemporain. A la Bastille, vous pouvez également visiter <a id=\TPL_LIEU\ href=\#\ title=\Musée de Tradition des Troupes de Montagne\ ancre=\128\ typelien=\LienTemplate\ libelle_ancre=\Musée de Tradition des Troupes de Montagne (128)\>Le Musée des Troupes de montagne</a>, vous restaurer dans l'un des deux restaurants panoramiques ou au snack et bénéficier d'un riche programme d'animations organisées toute l'année, et présentées sur le site internet : <a id=\2582\ href=\#\ title=\La Bastille\ typelien=\LienExterne\>http://www.bastille-grenoble.com<br></a><br>L'intérêt du site tient aussi à la diversité des milieux : barres rocheuses, murailles, pelouses arides, bosquets, bois de chênes pubescents. Un vaste cortège végétal donne la vie à un nombre remarquable d'animaux. Oiseaux et reptiles trouvent des proies en nombre. Un paysage en mosaïque sur ce terrain calcaire, on trouve même des blocs siliceux transportés de Belledonne par les glaciers. Soit deux fois plus de variétés de lichens ! L'homme y est pour beaucoup dans ce paysage en mosaïque.</p> <p>« Si l'on souhaite maintenir cette remarquable biodiversité, il faudra poursuivre une fauche sur certaines parties et les grenoblois devront être très respectueux de ce site » explique Olivier Manneville, enseignant chercheur en biologie végétale à l'Université Joseph Fourier. « En effet, si les arbres gagnaient trop de terrain, le rare zygène de Gobert, un papillon endémique du mont Rachais, qui ne se développe que sur une seule plante de la prairie, viendrait à disparaître de Grenoble» .<br><br>Deux espèces de cigales en grand nombre, 15 grillons, sauterelles et criquets, une foule de papillons... La diversité des insectes sur les pentes du mont Rachais est passionnante. Ouvrez grand les yeux et les oreilles. Dès la mi-avril, le grillon champêtre signale sa présence devant son terrier. Suivent les vibrations des cymbales des cigales, les chants du criquet mélodieux et du duettiste, le son aiguë de la grande sauterelle verte ou le doux murmure du grillon des bois...</p> <p>Quinze, c'est le nombre d'espèces d'orchidées recensées à la Bastille, dans les pelouses sèches et certains secteurs boisés. Les premières fleurissent début mai, comme l'ophrys araignée. Ophrys mouche, ophrys bourdon, orchis moucheron... Leurs noms indiquent la ressemblance des fleurs avec les insectes butineurs qui viennent les polliniser.</p>;
690;Terrain de boules Esclangon;20 Rue Colonel Tanant;;Sports et Loisirs;Terrains de boules;1353;;;Accés libre.;;
847;Centre de rééducation motrice Paul Cocat;12 Avenue Paul Cocat;;Santé;Centres de rééducation;8821;04 76 25 34 48;;;;
994;Square Mirabeau;15 Rue Sully;;Espaces verts et nature;Squares;10622;;;;;
998;Square Général Mangin;48 Rue Général Mangin;;Espaces verts et nature;Squares;4817;;;;;
287;Ecole primaire Bayard;13 BIS Rue Bayard;;Education;Ecoles primaires privées;11638;04 76 44 25 69;;;;
297;Collège Bayard;13 BIS Rue Bayard;;Education;Enseignement secondaire privé;11638;04 76 44 25 69;;;;
2620;Musée des Troupes de Montagne;3 Fort de la Bastille;www.museedestroupesdemontagne.fr;Culture;Musées et centres d'art;12114;04 76 00 92 25;;Ouvert du mardi au vendredi de 11h à 18h. Fermeture annuelle au mois de janvier durant les travaux du téléphérique. ;<p>Le Musée des Troupes de montagne invite le visiteur à se plonger dans l’univers des soldats de montagne. Il s’adresse à un large public et plus particulièrement au public familial. Audioguides à disposition.</p> <p>Téléphone : 04 76 00 92 25 ou 04 76 00 93 41 </p>;
1536;CAB - Centre d'Art Bastille;3 Fort de la Bastille;www.cab-grenoble.net;Culture;Lieux d'exposition et galeries;12114;04 76 54 40 67;contact@cab-grenoble.net;Du mardi au dimanche de 11h à 19h.;<p>Lieu d'exposition qui développe une approche nouvelle de l’art contemporain, en programmant régulièrement, toute l’année, un choix d’oeuvres majeures, d’artistes reconnus, empruntées dans les collections publiques (Fonds National d’Art Contemporain, Fonds Régionaux d’Art Contemporain…), auprès de galeries d’art contemporain, auprès des artistes, ou encore, dans des collections privées. Ateliers pédagogiques.</p>;
2703;Actis - Direction Territoriale Paul Cocat;20 BIS Avenue Paul Cocat;;Solidarité;Logements sociaux;15446;;;;;
2300;La Belle Électrique;7 Esplanade Andry-Farcy;www.la-belle-electrique.com;Culture;Théâtres et salles de spectacle;13609;;;;<h3>Le projet culturel et artistique</h3> <p>La réalisation sur le site Bouchayer-Viallet d'un équipement public dédié à la diffusion des musiques amplifiées répond au souhait de la ville de Grenoble de développer son intervention dans le champ des musiques amplifiées. Il est destiné à conforter et à élargir l'offre artistique proposée par le réseau des petites et moyennes salles (MC2, Régie2C, Bobine, Théâtre sainte Marie d'en bas, Ampérage, Café des arts, Jazz club...) et des festivals (Cabaret frappé, Rocktambule, Détours de babel...). Elle vise à la formation et à la circulation de publics de plus en plus nombreux et diversifiés, notamment en incitant à la curiosité.<br><br>Le nouvel équipement accueillera une programmation de 60 à 80 concerts par an, de mi-septembre à mi-juin. Il devra développer une identité forte, caractérisée en particulier par la qualité de l'offre et de l'accueil réservé aux artistes et au public. La programmation de l'équipement sera effectuée par l'association MIXLAB, délégataire de service public, qui devra en particulier veiller à :</p> <ul> <li>favoriser la découverte, la promotion et la diffusion des musiques amplifiées, avec une attention particulière pour les musiques électroniques</li> <li>encourager l'expression de nouvelles tendances, promouvoir, soutenir et diffuser les artistes émergents</li> <li>accueillir des projets pluridisciplinaires (musique, arts plastiques, vidéo...), notamment en relation avec le Magasin – Centre National d'Art Contemporain</li> <li>développer et diversifier les publics en favorisant l'éveil des curiosités, l'éclectisme des intérêts et des goûts</li> <li>assurer l'accès du plus grand nombre de spectateurs par une politique tarifaire adaptée soumise à l'approbation du délégant</li> </ul> <p>Le délégataire s'attachera en outre:</p> <ul> <li>à conduire son action en liaison étroite avec la Régie2 C, référent en matière de formation, d'éducation artistique, d'accompagnement des pratiques, d'aide à la création et d'appui aux démarches de professionnalisation</li> <li>à accompagner la structuration professionnelle des acteurs locaux (associatifs en particulier), notamment en soutenant leurs projets de diffusion</li> <li>à conduire des actions de sensibilisation et de prévention des conduites à risques</li> </ul> <h3>Le projet architectural</h3> <p>Le projet de l'agence HERAULT-ARNOD est caractérisé par une écriture contemporaine, à la fois largement ouvert et mystérieux pour susciter le désir, à forte identité pour devenir un repère dans la ville, sans toutefois être imposant. L'équipement aura la forme d'un volume à cinq branches qui donne une importance équivalente à chacune de ses faces. Cette forme est la synthèse d'un parti pris urbain et d'un dispositif fonctionnel. Le bâtiment, dont le tracé s'inscrit dans un cercle, fonctionne comme une rotule qui assure une fluidité à l'espace public et aux parcours. La circulation piétonne est libre autour du bâtiment. L'espace ménagé entre la SMAG et le Magasin- centre national d'art contemporain (CNAC) permettra d'ouvrir naturellement la librairie du CNAC sur le parvis commun, et aussi de créer une liaison directe et facile entre les deux équipements.</p> <p>Trois aspects du sujet ont particulièrement influencé la définition de l'architecture :</p> <ul> <li>Pour amplifier la réception, un pavillon est nécessaire, celui de l'oreille en premier lieu : émission et réception du son génèrent des formes similaires. Le projet possède ce double aspect absorbant /diffusant par la disposition des cinq branches en forme de pavillon.</li> <li>Autrefois, les halles et ateliers présents sur le site étaient desservis par des voies ferrées : les trains ou tramways assuraient le transport des matériaux. En référence à ce passé industriel, l'enveloppe du bâtiment est constituée de bastaings de chêne de même dimension et aspect que les traverses de chemin de fer.</li> <li>Ce programme destiné à un public majoritairement jeune, a inspiré une architecture efficace et sobre : un corps étrange aux cinq pavillons aux lignes sauvages, qui répond à l'énergie de la musique, celle d'aujourd'hui et celle de demain. Les extrémités des « branches » sont ouvertes et traitées différemment du reste de l'enveloppe, elles laissent percevoir le monde brillant, technologique et futuriste.</li> </ul> <h3>Calendrier</h3> <p>2005 : étude de faisabilité permettant la définition de l'aménagement d'une salle de concert pour les musiques amplifiées sur le site Bouchayer-Viallet<br>Juin 2006 à février 2007 : Elaboration du programme par l'agence Café-Programmation<br>Décembre 2007 : Choix du projet architectural de l'agence Hérault-Arnod<br>Juillet 2009 : Approbation du contrat de délégation de service public avec l'association MixLab<br>10 mars 2012 : Cérémonie de pose de la première pierre<br>Mars 2012 : Démarrage du chantier<br>Septembre 2012 : Lancement de la procédure de choix du nom<br><strong>Janvier 2013 : Annonce du nom</strong><br><strong>Automne 2014 : Livraison de l'équipement </strong><br><strong>Fin 2014 : Inauguration et début de l'exploitation de la salle</strong></p>;
270;Ecole maternelle Léon Jouhaux;8 Rue du 140ème R.I.A.;;Education;Ecoles maternelles;624;04 76 44 29 39;;;;
414;Foyer de Jeunes Travailleurs Les Ecrins;19 Rue Christophe Turc;www.umij.org/;Solidarité;Hébergement d'urgence;1021;04 76 20 57 00;accueil-commun@umij.org;;Résidence destinée en priorité à des personnes en insertion professionnelle âgées de 18 à 25 ans (ou jusqu’à 30 ans sous conditions).;
337;Institut National Polytechnique de Grenoble;46 Avenue Félix Viallet;www.grenoble-inp.fr;Education;Enseignement supérieur;2559;04 76 57 45 00;;;;
115;Cinémathèque de Grenoble;4 Rue Hector Berlioz;www.cinemathequedegrenoble.fr;Culture;Cinémas, photos et audiovisuel;3523;04 76 54 43 51;contact@cinemathequedegrenoble.fr;;<p>La Cinémathèque de Grenoble est une association regroupant des professionnels du cinéma.</p> <p><strong>Un lieu de diffusion :</strong> environ 120 séances publiques par an. La programmation de la Cinémathèque propose au long de l'année : des cycles consacrés à un réalisateur, un comédien, des films illustrant un courant ou un genre cinématographique, des stages d'analyse filmique, des avant-première, des rencontres avec des cinéastes, des comédiens, des soirées - débat, ...<br><br><strong>Un lieu d'initiation et de formation :</strong> ateliers (lecture de films, écriture de scénario...), des cours \d'histoire du cinéma\; des colloques et rencontres avec des professionnels, ainsi que des expositions : Chaplin, Carné, Pagnol...</p> <p><strong>Un lieu de conservation :</strong> une collection riche de 8 000 bobines et une documentation gigantesque sous forme de dossiers, de bases de données, de livres, de revues, d'affiches, de photos.</p> <p><strong>Un festival du court métrage :</strong> se déroule en plein air, sur la plus belle place de Grenoble, la place Saint-André, tous les ans, la première semaine de juillet.</p>
